USA,180193
Brazil,115309
Mexico,60800
India,59612
United Kingdom,41433
Italy,35445
France,30544
Spain,28924
Peru,27813
Iran,20901
Colombia,17612
Russia,16568
South Africa,13159
Chile,10958
Belgium,9996
Germany,9341
Canada,9083
Argentina,7366
Indonesia,6858
Iraq,6596
Ecuador,6322
Pakistan,6255
Netherlands,6200
Turkey,6163
Sweden,5814
Egypt,5280
Mainland China,4634
Bolivia,4578
Bangladesh,4028
Saudi Arabia,3722
Romania,3367
Philippines,3038
Guatemala,2611
Ukraine,2318
Poland,1977
Panama,1906
Portugal,1805
Kazakhstan,1781
Ireland,1777
Switzerland,1720
Honduras,1683
Dominican Republic,1573
Algeria,1446
Afghanistan,1397
Japan,1196
Kyrgyzstan,1057
Nigeria,1004
Moldova,945
Morocco,920
Armenia,858
Israel,847
Sudan,818
Austria,733
Serbia,701
Ethiopia,692
El Salvador,678
Belarus,652
Oman,642
Denmark,623
Hungary,614
North Macedonia,573
Yemen,556
Kenya,554
Bulgaria,545
Bosnia and Herzegovina,540
Australia,525
Kuwait,519
Azerbaijan,519
Kosovo,470
Czech Republic,416
Cameroon,410
United Arab Emirates,377
Costa Rica,362
Finland,335
Venezuela,329
South Korea,310
Uzbekistan,284
Zambia,280
Senegal,272
Norway,264
Ghana,263
Albania,254
Democratic Republic of the Congo,251
Greece,243
Paraguay,219
Libya,199
Haiti,196
Qatar,194
Bahrain,185
Madagascar,178
Croatia,173
Malawi,169
Nepal,164
Mauritania,158
Zimbabwe,155
Palestine,150
Nicaragua,133
Slovenia,132
Lebanon,126
Malaysia,125
Mali,125
Luxembourg,124
Cote d'Ivoire,114
Angola,100
Somalia,93
Syria,92
Cuba,91
Gambia,87
Montenegro,85
Lithuania,85
Equatorial Guinea,83
Liberia,82
Hong Kong,77
eSwatini,76
Republic of the Congo,76
Chad,76
Tunisia,71
Sierra Leone,69
Niger,69
Tajikistan,67
Estonia,64
Central African Republic,61
Djibouti,60
Suriname,60
Thailand,58
Namibia,57
French Guiana,56
Guinea,55
Burkina Faso,55
Gabon,53
Andorra,53
South Sudan,47
Bahamas,46
Uruguay,42
San Marino,42
Benin,39
Mayotte,39
Cabo Verde,37
Slovakia,33
Guinea-Bissau,33
Latvia,33
Jersey,32
Guyana,31
Lesotho,30
Maldives,28
Singapore,27
Togo,27
Vietnam,27
Isle of Man,24
Uganda,22
New Zealand,22
Mozambique,21
Cyprus,21
Tanzania,21
Georgia,17
Sint Maarten,17
Jamaica,16
Martinique,16
Trinidad and Tobago,15
São Tomé and Príncipe,15
Guadeloupe,15
Rwanda,14
Jordan,14
Japan (Diamond Princess),14
Guernsey,13
Sri Lanka,12
Iceland,10
Malta,10
Belize,10
Mauritius,10
Bermuda,9
Aruba,8
Taiwan,7
Comoros,7
Barbados,7
Myanmar,6
Saint Martin,5
Papua New Guinea,4
Monaco,4
Botswana,3
Brunei,3
Antigua and Barbuda,3
Reunion,3
Turks and Caicos Islands,2
Fiji,2
Burundi,1
Cayman Islands,1
Liechtenstein,1
Curacao,1
Montserrat,1
British Virgin Islands,1
Faroe Islands,0
Eritrea,0
French Polynesia,0
Mongolia,0
Cambodia,0
Gibraltar,0
Bhutan,0
Seychelles,0
Saint Vincent and the Grenadines,0
Macau,0
Timor-Leste,0
Saint Lucia,0
Grenada,0
New Caledonia,0
Laos,0
Dominica,0
Saint Kitts and Nevis,0
Greenland,0
Falkland Islands (Islas Malvinas),0
Vatican City,0
Saint Pierre and Miquelon,0
Anguilla,0
Saint Barthelemy,0
